Date,Username,Rating,Review Text,cleaning,case_folding,normalisasi,tokenize,stopword removal,stemming_data,Sentiment,Prediksi_Sentimen,Kategori
2026-04-17 13:16:37,Kiki Zakia,2,klo pesanan sdh dibyr ngirim ny lama banget gk sesuai jadwa.. kurir ny ganti ganti jd nanya nanya mulu..bikin capek..pdhl udh di sharelok..,klo pesanan sdh dibyr ngirim ny lama banget gk sesuai jadwa kurir ny ganti ganti jd nanya nanya mulubikin capekpdhl udh di sharelok,klo pesanan sdh dibyr ngirim ny lama banget gk sesuai jadwa kurir ny ganti ganti jd nanya nanya mulubikin capekpdhl udh di sharelok,kalau pesanan sudah dibyr mengirim nya lama banget tidak sesuai jadwa kurir nya ganti ganti jadi bertanya bertanya mulubikin capekpdhl sudah di sharelok,"['kalau', 'pesanan', 'sudah', 'dibyr', 'mengirim', 'nya', 'lama', 'banget', 'tidak', 'sesuai', 'jadwa', 'kurir', 'nya', 'ganti', 'ganti', 'jadi', 'bertanya', 'bertanya', 'mulubikin', 'capekpdhl', 'sudah', 'di', 'sharelok']","['pesanan', 'dibyr', 'mengirim', 'nya', 'banget', 'sesuai', 'jadwa', 'kurir', 'nya', 'ganti', 'ganti', 'mulubikin', 'capekpdhl', 'sharelok']",pesan dibyr kirim nya banget sesuai jadwa kurir nya ganti ganti mulubikin capekpdhl sharelok,Negatif,Negatif,Layanan Pengiriman
2026-04-17 13:05:34,Madiun,5,meskipun belum mencoba tapi saya percaya akan bagus,meskipun belum mencoba tapi saya percaya akan bagus,meskipun belum mencoba tapi saya percaya akan bagus,meskipun belum mencoba tapi saya percaya akan bagus,"['meskipun', 'belum', 'mencoba', 'tapi', 'saya', 'percaya', 'akan', 'bagus']","['mencoba', 'percaya', 'bagus']",coba percaya bagus,Positif,Positif,Umum
2026-04-17 12:33:13,Jajang Myeon,5,bagus👍😍😊,bagus,bagus,bagus,['bagus'],['bagus'],bagus,Positif,Positif,Umum
2026-04-17 09:47:07,nio R,3,"masa order belum di ambil tapi katanya gak ada, order gula terus tak tanyain, biasanya tuh udah di siapin di gantung pake kresek eh katanya gak ada jelas"" order tapi ket sudah di ambil anak toko gak tanggung jawan, katanya gula stoknya pas paling kadang plus minus misal minus merk A yg plus merk B gitu"" terus berarti kan misal minus ya emg kesalahan anak toko, payah baru kali ini kecewa sama alfa, kalo bisa kaya indomaret min misal mau ambil pesenan harus pakai PIN barcode",masa order belum di ambil tapi katanya gak ada order gula terus tak tanyain biasanya tuh udah di siapin di gantung pake kresek eh katanya gak ada jelas order tapi ket sudah di ambil anak toko gak tanggung jawan katanya gula stoknya pas paling kadang plus minus misal minus merk A yg plus merk B gitu terus berarti kan misal minus ya emg kesalahan anak toko payah baru kali ini kecewa sama alfa kalo bisa kaya indomaret min misal mau ambil pesenan harus pakai PIN barcode,masa order belum di ambil tapi katanya gak ada order gula terus tak tanyain biasanya tuh udah di siapin di gantung pake kresek eh katanya gak ada jelas order tapi ket sudah di ambil anak toko gak tanggung jawan katanya gula stoknya pas paling kadang plus minus misal minus merk a yg plus merk b gitu terus berarti kan misal minus ya emg kesalahan anak toko payah baru kali ini kecewa sama alfa kalo bisa kaya indomaret min misal mau ambil pesenan harus pakai pin barcode,masa order belum di ambil tapi katanya tidak ada order gula terus tak tanyakan biasanya tuh sudah di siapin di gantung pakai kresek eh katanya tidak ada jelas order tapi ket sudah di ambil anak toko tidak tanggung jawan katanya gula stoknya pas paling kadang plus minus misal minus merk a yang plus merk b begitu terus berarti kan misal minus ya memang kesalahan anak toko payah baru kali ini kecewa sama alfa kalau bisa kayak indomaret min misal mau ambil pesenan harus pakai pin barcode,"['masa', 'order', 'belum', 'di', 'ambil', 'tapi', 'katanya', 'tidak', 'ada', 'order', 'gula', 'terus', 'tak', 'tanyakan', 'biasanya', 'tuh', 'sudah', 'di', 'siapin', 'di', 'gantung', 'pakai', 'kresek', 'eh', 'katanya', 'tidak', 'ada', 'jelas', 'order', 'tapi', 'ket', 'sudah', 'di', 'ambil', 'anak', 'toko', 'tidak', 'tanggung', 'jawan', 'katanya', 'gula', 'stoknya', 'pas', 'paling', 'kadang', 'plus', 'minus', 'misal', 'minus', 'merk', 'a', 'yang', 'plus', 'merk', 'b', 'begitu', 'terus', 'berarti', 'kan', 'misal', 'minus', 'ya', 'memang', 'kesalahan', 'anak', 'toko', 'payah', 'baru', 'kali', 'ini', 'kecewa', 'sama', 'alfa', 'kalau', 'bisa', 'kayak', 'indomaret', 'min', 'misal', 'mau', 'ambil', 'pesenan', 'harus', 'pakai', 'pin', 'barcode']","['order', 'ambil', 'order', 'gula', 'tuh', 'siapin', 'gantung', 'pakai', 'kresek', 'eh', 'order', 'ket', 'ambil', 'anak', 'toko', 'tanggung', 'jawan', 'gula', 'stoknya', 'pas', 'kadang', 'plus', 'minus', 'minus', 'merk', 'a', 'plus', 'merk', 'b', 'minus', 'ya', 'kesalahan', 'anak', 'toko', 'payah', 'kali', 'kecewa', 'alfa', 'kayak', 'indomaret', 'min', 'ambil', 'pesenan', 'pakai', 'pin', 'barcode']",order ambil order gula tuh siapin gantung pakai kresek eh order ket ambil anak toko tanggung jawan gula stok pas kadang plus minus minus merk a plus merk b minus ya salah anak toko payah kali kecewa alfa kayak indomaret min ambil sen pakai pin barcode,Negatif,Negatif,Umum
2026-04-17 09:38:24,Fefe 04719,5,os simple,os simple,os simple,os simple,"['os', 'simple']","['os', 'simple']",os simple,Positif,Positif,Umum
2026-04-17 09:37:10,Sri Nur Hasanah,5,"dengan adanya informasi di aplikasi sangat membantu informasi2 produk2 alfamart,terutama barang2 promo,dimana hal tersebut sgt dicari kaum hawa, dan juga banyak jenis2 barang yang tersedia di alfamart.Untuk untuk alfagiftpun demikian sangat membantu informasi kami sebagai member.",dengan adanya informasi di aplikasi sangat membantu informasi produk alfamartterutama barang promodimana hal tersebut sgt dicari kaum hawa dan juga banyak jenis barang yang tersedia di alfamartUntuk untuk alfagiftpun demikian sangat membantu informasi kami sebagai member,dengan adanya informasi di aplikasi sangat membantu informasi produk alfamartterutama barang promodimana hal tersebut sgt dicari kaum hawa dan juga banyak jenis barang yang tersedia di alfamartuntuk untuk alfagiftpun demikian sangat membantu informasi kami sebagai member,dengan adanya informasi di aplikasi sangat membantu informasi produk alfamartterutama barang promodimana hal tersebut sangat dicari kaum hawa dan juga banyak jenis barang yang tersedia di alfamartuntuk untuk alfagiftpun demikian sangat membantu informasi kami sebagai member,"['dengan', 'adanya', 'informasi', 'di', 'aplikasi', 'sangat', 'membantu', 'informasi', 'produk', 'alfamartterutama', 'barang', 'promodimana', 'hal', 'tersebut', 'sangat', 'dicari', 'kaum', 'hawa', 'dan', 'juga', 'banyak', 'jenis', 'barang', 'yang', 'tersedia', 'di', 'alfamartuntuk', 'untuk', 'alfagiftpun', 'demikian', 'sangat', 'membantu', 'informasi', 'kami', 'sebagai', 'member']","['informasi', 'aplikasi', 'membantu', 'informasi', 'produk', 'alfamartterutama', 'barang', 'promodimana', 'dicari', 'kaum', 'hawa', 'jenis', 'barang', 'tersedia', 'alfamartuntuk', 'alfagiftpun', 'membantu', 'informasi', 'member']",informasi aplikasi bantu informasi produk alfamartterutama barang promodimana cari kaum hawa jenis barang sedia alfamartuntuk alfagiftpun bantu informasi member,Positif,Positif,Promo & Voucher
2026-04-17 09:02:57,Mariaulfaa,5,sangat memuaskan. tidak ada biaya ongkir dan pengiriman pun cepat.. semoga semakin jaya Alfa😍,sangat memuaskan tidak ada biaya ongkir dan pengiriman pun cepat semoga semakin jaya Alfa,sangat memuaskan tidak ada biaya ongkir dan pengiriman pun cepat semoga semakin jaya alfa,sangat memuaskan tidak ada biaya ongkir dan pengiriman pun cepat semoga semakin jaya alfa,"['sangat', 'memuaskan', 'tidak', 'ada', 'biaya', 'ongkir', 'dan', 'pengiriman', 'pun', 'cepat', 'semoga', 'semakin', 'jaya', 'alfa']","['memuaskan', 'biaya', 'ongkir', 'pengiriman', 'cepat', 'semoga', 'jaya', 'alfa']",muas biaya ongkir kirim cepat moga jaya alfa,Positif,Positif,Layanan Pengiriman
2026-04-17 04:39:21,Doni Setiawan,1,"Aplikasi bagus, tapi pengirimannya lama kaleeeeeee aku pesan pengiriman max. 1 jam setelah pembayaran tapi ni ud masuk jam ke 4, tak di antar2 sm kurirnya dari DC bromo medan dan yg paling parah, dengan sepihak pihak dari dc nya kirim pesan di aplikasi alfagift ""pengiriman anda ditunda krn pembeli tidak dpt dihubungi"" lah kapan mereka hubungi aku, tak ada notifikasi panggilan dari hp aku. Gawat. ku balas ""tahun depan kalien antar"" ada nggak y dari org yg punya saham di briefing soal ni? thx",Aplikasi bagus tapi pengirimannya lama kaleeeeeee aku pesan pengiriman max  jam setelah pembayaran tapi ni ud masuk jam ke  tak di antar sm kurirnya dari DC bromo medan dan yg paling parah dengan sepihak pihak dari dc nya kirim pesan di aplikasi alfagift pengiriman anda ditunda krn pembeli tidak dpt dihubungi lah kapan mereka hubungi aku tak ada notifikasi panggilan dari hp aku Gawat ku balas tahun depan kalien antar ada nggak y dari org yg punya saham di briefing soal ni thx,aplikasi bagus tapi pengirimannya lama kaleeeeeee aku pesan pengiriman max  jam setelah pembayaran tapi ni ud masuk jam ke  tak di antar sm kurirnya dari dc bromo medan dan yg paling parah dengan sepihak pihak dari dc nya kirim pesan di aplikasi alfagift pengiriman anda ditunda krn pembeli tidak dpt dihubungi lah kapan mereka hubungi aku tak ada notifikasi panggilan dari hp aku gawat ku balas tahun depan kalien antar ada nggak y dari org yg punya saham di briefing soal ni thx,aplikasi bagus tapi pengirimannya lama kaleeeeeee aku pesan pengiriman max jam setelah pembayaran tapi nih sudah masuk jam ke tak di antar sama kurirnya dari dc bromo medan dan yang paling parah dengan sepihak pihak dari dc ya kirim pesan di aplikasi alfagift pengiriman anda ditunda karena pembeli tidak dapat dihubungi lah kapan mereka hubungi aku tak ada notifikasi panggilan dari hp aku gawat ku balas tahun depan kalien antar ada tidak ya dari orang yang punya saham di briefing soal nih thx,"['aplikasi', 'bagus', 'tapi', 'pengirimannya', 'lama', 'kaleeeeeee', 'aku', 'pesan', 'pengiriman', 'max', 'jam', 'setelah', 'pembayaran', 'tapi', 'nih', 'sudah', 'masuk', 'jam', 'ke', 'tak', 'di', 'antar', 'sama', 'kurirnya', 'dari', 'dc', 'bromo', 'medan', 'dan', 'yang', 'paling', 'parah', 'dengan', 'sepihak', 'pihak', 'dari', 'dc', 'ya', 'kirim', 'pesan', 'di', 'aplikasi', 'alfagift', 'pengiriman', 'anda', 'ditunda', 'karena', 'pembeli', 'tidak', 'dapat', 'dihubungi', 'lah', 'kapan', 'mereka', 'hubungi', 'aku', 'tak', 'ada', 'notifikasi', 'panggilan', 'dari', 'hp', 'aku', 'gawat', 'ku', 'balas', 'tahun', 'depan', 'kalien', 'antar', 'ada', 'tidak', 'ya', 'dari', 'orang', 'yang', 'punya', 'saham', 'di', 'briefing', 'soal', 'nih', 'thx']","['aplikasi', 'bagus', 'pengirimannya', 'kaleeeeeee', 'pesan', 'pengiriman', 'max', 'jam', 'pembayaran', 'nih', 'masuk', 'jam', 'kurirnya', 'dc', 'bromo', 'medan', 'parah', 'dc', 'ya', 'kirim', 'pesan', 'aplikasi', 'alfagift', 'pengiriman', 'ditunda', 'pembeli', 'dihubungi', 'hubungi', 'notifikasi', 'panggilan', 'hp', 'gawat', 'ku', 'balas', 'kalien', 'ya', 'orang', 'saham', 'briefing', 'nih', 'thx']",aplikasi bagus kirim kaleeeeeee pesan kirim max jam bayar nih masuk jam kurir dc bromo medan parah dc ya kirim pesan aplikasi alfagift kirim tunda beli hubung hubung notifikasi panggil hp gawat ku balas kalien ya orang saham briefing nih thx,Negatif,Negatif,Login & Akun
2026-04-17 03:28:34,Alwan Moharry,1,"nemu toko yang selalu ngelabelkan pembeli tidak respon agar waktu pengiriman bisa telat. di cancel, berkali2 tifak bisa. ngehubungi CS di jawab sama AI yg aneh. ga nyaman",nemu toko yang selalu ngelabelkan pembeli tidak respon agar waktu pengiriman bisa telat di cancel berkali tifak bisa ngehubungi CS di jawab sama AI yg aneh ga nyaman,nemu toko yang selalu ngelabelkan pembeli tidak respon agar waktu pengiriman bisa telat di cancel berkali tifak bisa ngehubungi cs di jawab sama ai yg aneh ga nyaman,nemu toko yang selalu ngelabelkan pembeli tidak respon agar waktu pengiriman bisa telat di cancel berkali tifak bisa ngehubungi cs di jawab sama ai yang aneh tidak nyaman,"['nemu', 'toko', 'yang', 'selalu', 'ngelabelkan', 'pembeli', 'tidak', 'respon', 'agar', 'waktu', 'pengiriman', 'bisa', 'telat', 'di', 'cancel', 'berkali', 'tifak', 'bisa', 'ngehubungi', 'cs', 'di', 'jawab', 'sama', 'ai', 'yang', 'aneh', 'tidak', 'nyaman']","['nemu', 'toko', 'ngelabelkan', 'pembeli', 'respon', 'pengiriman', 'telat', 'cancel', 'berkali', 'tifak', 'ngehubungi', 'cs', 'ai', 'aneh', 'nyaman']",nemu toko ngelabelkan beli respon kirim telat cancel kali tifak ngehubungi cs ai aneh nyaman,Negatif,Negatif,Layanan Pengiriman
2026-04-17 02:45:55,hananta widada,5,bagus sekali,bagus sekali,bagus sekali,bagus sekali,"['bagus', 'sekali']",['bagus'],bagus,Positif,Positif,Umum
2026-04-17 02:24:18,Kornelooz Meto,4,halo min. kenapa penjualan rokok tidak muncul di alfagift?,halo min kenapa penjualan rokok tidak muncul di alfagift,halo min kenapa penjualan rokok tidak muncul di alfagift,halo min kenapa penjualan rokok tidak muncul di alfagift,"['halo', 'min', 'kenapa', 'penjualan', 'rokok', 'tidak', 'muncul', 'di', 'alfagift']","['halo', 'min', 'penjualan', 'rokok', 'muncul', 'alfagift']",halo min jual rokok muncul alfagift,Positif,Positif,Umum
2026-04-16 12:58:00,Hafiz Usman,5,"Sangat rekomendasi bgt cuyy, kalau misalnya kalian mau pesen barang atau makanan namun ingin cepat dan gratis ongkir, wajib banget download aplikasi ini, rugi sih kalau gak download, apalagi harganya murah, gratis ongkir, dan tibanya juga lumayan cepat",Sangat rekomendasi bgt cuyy kalau misalnya kalian mau pesen barang atau makanan namun ingin cepat dan gratis ongkir wajib banget download aplikasi ini rugi sih kalau gak download apalagi harganya murah gratis ongkir dan tibanya juga lumayan cepat,sangat rekomendasi bgt cuyy kalau misalnya kalian mau pesen barang atau makanan namun ingin cepat dan gratis ongkir wajib banget download aplikasi ini rugi sih kalau gak download apalagi harganya murah gratis ongkir dan tibanya juga lumayan cepat,sangat rekomendasi banget cuy kalau misalnya kalian mau pesan barang atau makanan namun ingin cepat dan gratis ongkir wajib banget download aplikasi ini rugi sih kalau tidak download apalagi harganya murah gratis ongkir dan tibanya juga lumayan cepat,"['sangat', 'rekomendasi', 'banget', 'cuy', 'kalau', 'misalnya', 'kalian', 'mau', 'pesan', 'barang', 'atau', 'makanan', 'namun', 'ingin', 'cepat', 'dan', 'gratis', 'ongkir', 'wajib', 'banget', 'download', 'aplikasi', 'ini', 'rugi', 'sih', 'kalau', 'tidak', 'download', 'apalagi', 'harganya', 'murah', 'gratis', 'ongkir', 'dan', 'tibanya', 'juga', 'lumayan', 'cepat']","['rekomendasi', 'banget', 'cuy', 'pesan', 'barang', 'makanan', 'cepat', 'gratis', 'ongkir', 'wajib', 'banget', 'download', 'aplikasi', 'rugi', 'sih', 'download', 'harganya', 'murah', 'gratis', 'ongkir', 'tibanya', 'lumayan', 'cepat']",rekomendasi banget cuy pesan barang makan cepat gratis ongkir wajib banget download aplikasi rugi sih download harga murah gratis ongkir tiba lumayan cepat,Positif,Positif,Aplikasi & Bug
2026-04-16 12:08:06,Falih Hafizh,1,pengiriman lambat gaada respon sama sekali,pengiriman lambat gaada respon sama sekali,pengiriman lambat gaada respon sama sekali,pengiriman lambat gaada respon sama sekali,"['pengiriman', 'lambat', 'gaada', 'respon', 'sama', 'sekali']","['pengiriman', 'lambat', 'gaada', 'respon']",kirim lambat gaada respon,Negatif,Negatif,Layanan Pengiriman
2026-04-16 12:05:26,Fadhil Bamat,1,toko ga lengkap air galon selalu kosong kalau mau order... penjaga kasir jg tidak ramah alamat toko alfamart ruko BCL batu besar batam,toko ga lengkap air galon selalu kosong kalau mau order penjaga kasir jg tidak ramah alamat toko alfamart ruko BCL batu besar batam,toko ga lengkap air galon selalu kosong kalau mau order penjaga kasir jg tidak ramah alamat toko alfamart ruko bcl batu besar batam,toko tidak lengkap air galon selalu kosong kalau mau order penjaga kasir juga tidak ramah alamat toko alfamart ruko bcl batu besar batam,"['toko', 'tidak', 'lengkap', 'air', 'galon', 'selalu', 'kosong', 'kalau', 'mau', 'order', 'penjaga', 'kasir', 'juga', 'tidak', 'ramah', 'alamat', 'toko', 'alfamart', 'ruko', 'bcl', 'batu', 'besar', 'batam']","['toko', 'lengkap', 'air', 'galon', 'kosong', 'order', 'penjaga', 'kasir', 'ramah', 'alamat', 'toko', 'alfamart', 'ruko', 'bcl', 'batu', 'batam']",toko lengkap air galon kosong order jaga kasir ramah alamat toko alfamart ruko bcl batu batam,Negatif,Negatif,Umum
2026-04-16 11:12:04,Henda Hidayat,1,kenapa stock nya pada kosong,kenapa stock nya pada kosong,kenapa stock nya pada kosong,kenapa stock ya pada kosong,"['kenapa', 'stock', 'ya', 'pada', 'kosong']","['stock', 'ya', 'kosong']",stock ya kosong,Negatif,Negatif,Umum
2026-04-16 09:58:50,Al Husayn,5,pengiriman cepat dan barang lengkap,pengiriman cepat dan barang lengkap,pengiriman cepat dan barang lengkap,pengiriman cepat dan barang lengkap,"['pengiriman', 'cepat', 'dan', 'barang', 'lengkap']","['pengiriman', 'cepat', 'barang', 'lengkap']",kirim cepat barang lengkap,Positif,Positif,Layanan Pengiriman
2026-04-16 08:12:06,anisak kusuma,4,"Sudah registrasi email, dan katanya akan dikirimkan otp-nya, tapi sudah dtunggu hampir 1 jam dan bolak balik cek email gak ada email masuk untuk pemberitahuan otp. Padahal internet udah nge-jos, gimana ni min? Tolong segera diperbaiki dong aplikasinya, jangan sampai pelanggan berkurang gara2 masalah ini. Sebelumnya juga sudah banyak komplain, segera di evaluasi dong. Makasih. Padahal pengen ikutan even😎😎🤔😪😪 saya kasih bintang 4, sejauh ini aplikasi sudah banyak perbaikannya. lanjutkan",Sudah registrasi email dan katanya akan dikirimkan otpnya tapi sudah dtunggu hampir  jam dan bolak balik cek email gak ada email masuk untuk pemberitahuan otp Padahal internet udah ngejos gimana ni min Tolong segera diperbaiki dong aplikasinya jangan sampai pelanggan berkurang gara masalah ini Sebelumnya juga sudah banyak komplain segera di evaluasi dong Makasih Padahal pengen ikutan even saya kasih bintang  sejauh ini aplikasi sudah banyak perbaikannya lanjutkan,sudah registrasi email dan katanya akan dikirimkan otpnya tapi sudah dtunggu hampir  jam dan bolak balik cek email gak ada email masuk untuk pemberitahuan otp padahal internet udah ngejos gimana ni min tolong segera diperbaiki dong aplikasinya jangan sampai pelanggan berkurang gara masalah ini sebelumnya juga sudah banyak komplain segera di evaluasi dong makasih padahal pengen ikutan even saya kasih bintang  sejauh ini aplikasi sudah banyak perbaikannya lanjutkan,sudah registrasi email dan katanya akan dikirimkan otpnya tapi sudah ditunggu hampir jam dan bolak balik cek email tidak ada email masuk untuk pemberitahuan otp padahal internet sudah ngejos bagaimana nih min tolong segera diperbaiki dong aplikasinya jangan sampai pelanggan berkurang gara masalah ini sebelumnya juga sudah banyak komplain segera di evaluasi dong makasih padahal pengin ikutan even saya kasih bintang sejauh ini aplikasi sudah banyak perbaikannya lanjutkan,"['sudah', 'registrasi', 'email', 'dan', 'katanya', 'akan', 'dikirimkan', 'otpnya', 'tapi', 'sudah', 'ditunggu', 'hampir', 'jam', 'dan', 'bolak', 'balik', 'cek', 'email', 'tidak', 'ada', 'email', 'masuk', 'untuk', 'pemberitahuan', 'otp', 'padahal', 'internet', 'sudah', 'ngejos', 'bagaimana', 'nih', 'min', 'tolong', 'segera', 'diperbaiki', 'dong', 'aplikasinya', 'jangan', 'sampai', 'pelanggan', 'berkurang', 'gara', 'masalah', 'ini', 'sebelumnya', 'juga', 'sudah', 'banyak', 'komplain', 'segera', 'di', 'evaluasi', 'dong', 'makasih', 'padahal', 'pengin', 'ikutan', 'even', 'saya', 'kasih', 'bintang', 'sejauh', 'ini', 'aplikasi', 'sudah', 'banyak', 'perbaikannya', 'lanjutkan']","['registrasi', 'email', 'dikirimkan', 'otpnya', 'ditunggu', 'jam', 'bolak', 'cek', 'email', 'email', 'masuk', 'pemberitahuan', 'otp', 'internet', 'ngejos', 'nih', 'min', 'tolong', 'diperbaiki', 'aplikasinya', 'pelanggan', 'berkurang', 'gara', 'komplain', 'evaluasi', 'makasih', 'pengin', 'ikutan', 'even', 'kasih', 'bintang', 'aplikasi', 'perbaikannya', 'lanjutkan']",registrasi email kirim otpnya tunggu jam bolak cek email email masuk pemberitahuan otp internet ngejos nih min tolong baik aplikasi langgan kurang gara komplain evaluasi makasih pengin ikut even kasih bintang aplikasi baik lanjut,Positif,Positif,Login & Akun
2026-04-16 07:50:18,Sahwi 024,3,"tolong untuk untuk pengantaran agar di perluas, karna di daerah saya gk bisa terjangkau untuk pengantaran barang yg mau saya pesan",tolong untuk untuk pengantaran agar di perluas karna di daerah saya gk bisa terjangkau untuk pengantaran barang yg mau saya pesan,tolong untuk untuk pengantaran agar di perluas karna di daerah saya gk bisa terjangkau untuk pengantaran barang yg mau saya pesan,tolong untuk untuk pengantaran agar di perluas karena di daerah saya tidak bisa terjangkau untuk pengantaran barang yang mau saya pesan,"['tolong', 'untuk', 'untuk', 'pengantaran', 'agar', 'di', 'perluas', 'karena', 'di', 'daerah', 'saya', 'tidak', 'bisa', 'terjangkau', 'untuk', 'pengantaran', 'barang', 'yang', 'mau', 'saya', 'pesan']","['tolong', 'pengantaran', 'perluas', 'daerah', 'terjangkau', 'pengantaran', 'barang', 'pesan']",tolong antar luas daerah jangkau antar barang pesan,Negatif,Negatif,Layanan Pengiriman
2026-04-16 07:33:02,Indri Yulianti,2,"makin kesiniii pengiriman makinn lamaaaa pesen dari jam 11 sampe jam 2, pesenan saya ga dikirim, ini diperbaiki dong pengirimannya, klo gabisa kirim cepet yaa gausah dicantumin ada pilihan 1 jam setelah pemesanan.",makin kesiniii pengiriman makinn lamaaaa pesen dari jam  sampe jam  pesenan saya ga dikirim ini diperbaiki dong pengirimannya klo gabisa kirim cepet yaa gausah dicantumin ada pilihan  jam setelah pemesanan,makin kesiniii pengiriman makinn lamaaaa pesen dari jam  sampe jam  pesenan saya ga dikirim ini diperbaiki dong pengirimannya klo gabisa kirim cepet yaa gausah dicantumin ada pilihan  jam setelah pemesanan,makin kesini pengiriman makinn lamaaaa pesan dari jam sampai jam pesenan saya tidak dikirim ini diperbaiki dong pengirimannya kalau gabisa kirim cepat ya gausah dicantumin ada pilihan jam setelah pemesanan,"['makin', 'kesini', 'pengiriman', 'makinn', 'lamaaaa', 'pesan', 'dari', 'jam', 'sampai', 'jam', 'pesenan', 'saya', 'tidak', 'dikirim', 'ini', 'diperbaiki', 'dong', 'pengirimannya', 'kalau', 'gabisa', 'kirim', 'cepat', 'ya', 'gausah', 'dicantumin', 'ada', 'pilihan', 'jam', 'setelah', 'pemesanan']","['kesini', 'pengiriman', 'makinn', 'lamaaaa', 'pesan', 'jam', 'jam', 'pesenan', 'dikirim', 'diperbaiki', 'pengirimannya', 'gabisa', 'kirim', 'cepat', 'ya', 'gausah', 'dicantumin', 'pilihan', 'jam', 'pemesanan']",kesini kirim makinn lamaaaa pesan jam jam sen kirim baik kirim gabisa kirim cepat ya gausah dicantumin pilih jam mesan,Negatif,Negatif,Layanan Pengiriman
2026-04-16 07:01:29,Newbie Game,1,"daftar tgl lahir sekian pas ke daftar jadi beda, malah jadi dibawah umur anjir gajelas banget, mau tutup akun buat daftar ulang tapi nomor lama kaga bisa dipake daftar lagi. ribet banget ini aplikasi wajar dikit yng make",daftar tgl lahir sekian pas ke daftar jadi beda malah jadi dibawah umur anjir gajelas banget mau tutup akun buat daftar ulang tapi nomor lama kaga bisa dipake daftar lagi ribet banget ini aplikasi wajar dikit yng make,daftar tgl lahir sekian pas ke daftar jadi beda malah jadi dibawah umur anjir gajelas banget mau tutup akun buat daftar ulang tapi nomor lama kaga bisa dipake daftar lagi ribet banget ini aplikasi wajar dikit yng make,daftar tanggal lahir sekian pas ke daftar jadi beda malah jadi dibawah umur anjir gajelas banget mau tutup akun buat daftar ulang tapi nomor lama kagak bisa dipakai daftar lagi ribet banget ini aplikasi wajar dikit yang memakai,"['daftar', 'tanggal', 'lahir', 'sekian', 'pas', 'ke', 'daftar', 'jadi', 'beda', 'malah', 'jadi', 'dibawah', 'umur', 'anjir', 'gajelas', 'banget', 'mau', 'tutup', 'akun', 'buat', 'daftar', 'ulang', 'tapi', 'nomor', 'lama', 'kagak', 'bisa', 'dipakai', 'daftar', 'lagi', 'ribet', 'banget', 'ini', 'aplikasi', 'wajar', 'dikit', 'yang', 'memakai']","['daftar', 'tanggal', 'lahir', 'sekian', 'pas', 'daftar', 'beda', 'dibawah', 'umur', 'anjir', 'gajelas', 'banget', 'tutup', 'akun', 'daftar', 'ulang', 'nomor', 'kagak', 'dipakai', 'daftar', 'ribet', 'banget', 'aplikasi', 'wajar', 'dikit', 'memakai']",daftar tanggal lahir sekian pas daftar beda bawah umur anjir gajelas banget tutup akun daftar ulang nomor kagak pakai daftar ribet banget aplikasi wajar dikit pakai,Negatif,Negatif,Login & Akun
